19,361,4,0,1,1,1,15.58,242.7364,19.695,387.893025,50,2500,26.0027,676.14040729,7,329,336
18,324,4,0,1,1,1,15.58,242.7364,19.695,387.893025,50,2500,23.9994,575.97120036,23,546,569
14,196,4,0,1,1,1,17.22,296.5284,21.21,449.8641,50,2500,12.998,168.948004,33,185,218
13,169,4,0,1,1,1,17.22,296.5284,21.21,449.8641,50,2500,12.998,168.948004,30,183,213
11,121,4,0,1,1,1,16.4,268.96,20.455,418.407025,54,2916,15.0013,225.03900169,31,169,200
9,81,4,0,1,1,1,11.48,131.7904,14.395,207.216025,75,5625,7.0015,49.02100225,8,309,317
4,16,4,0,1,1,1,9.84,96.82559999999999,12.12,146.8944,75,5625,8.998100000000001,80.96580360999999,1,6,7
23,529,4,0,1,1,1,13.94,194.3236,17.425,303.630625,49,2401,6.0032,36.03841024,1,80,81
22,484,4,0,1,1,1,13.94,194.3236,16.665,277.722225,49,2401,0,0,5,127,132
18,324,4,0,1,1,1,15.58,242.7364,19.695,387.893025,46,2116,22.0028,484.12320784,13,512,525
16,256,4,0,1,1,1,18.04,325.4416,21.97,482.6809,41,1681,31.0009,961.0558008100001,40,323,363
14,196,4,0,1,1,1,18.86,355.6996,22.725,516.425625,47,2209,30.0026,900.15600676,56,191,247
12,144,4,0,1,3,9,19.68,387.3024,23.485,551.545225,48,2304,16.9979,288.92860441,49,264,313
11,121,4,0,1,1,1,19.68,387.3024,23.485,551.545225,63,3969,15.0013,225.03900169,58,211,269
10,100,4,0,1,1,1,18.04,325.4416,21.97,482.6809,77,5929,6.0032,36.03841024,22,162,184
23,529,4,0,1,3,9,17.22,296.5284,21.21,449.8641,94,8836,15.0013,225.03900169,6,41,47
22,484,4,0,1,2,4,17.22,296.5284,21.21,449.8641,94,8836,8.998100000000001,80.96580360999999,5,49,54
21,441,4,0,1,2,4,17.22,296.5284,21.21,449.8641,94,8836,8.998100000000001,80.96580360999999,6,114,120
19,361,4,0,1,2,4,17.22,296.5284,21.21,449.8641,88,7744,8.998100000000001,80.96580360999999,7,333,340
18,324,4,0,1,2,4,16.4,268.96,20.455,418.407025,94,8836,6.0032,36.03841024,14,493,507
15,225,4,0,1,2,4,17.22,296.5284,21.21,449.8641,88,7744,0,0,15,196,211
14,196,4,0,1,2,4,16.4,268.96,20.455,418.407025,87,7569,6.0032,36.03841024,12,169,181
12,144,4,0,1,2,4,16.4,268.96,20.455,418.407025,87,7569,0,0,21,211,232
10,100,4,0,1,2,4,15.58,242.7364,19.695,387.893025,87,7569,6.0032,36.03841024,15,120,135
8,64,4,0,1,2,4,15.58,242.7364,19.695,387.893025,87,7569,7.0015,49.02100225,10,582,592
7,49,4,0,1,2,4,14.76,217.8576,17.425,303.630625,93,8649,8.998100000000001,80.96580360999999,5,314,319
1,1,4,0,1,2,4,15.58,242.7364,19.695,387.893025,87,7569,7.0015,49.02100225,1,14,15
0,0,4,0,1,2,4,15.58,242.7364,19.695,387.893025,87,7569,0,0,2,26,28
23,529,4,0,0,2,4,14.76,217.8576,17.425,303.630625,93,8649,8.998100000000001,80.96580360999999,4,29,33
17,289,4,0,0,2,4,15.58,242.7364,19.695,387.893025,82,6724,7.0015,49.02100225,29,214,243
15,225,4,0,0,2,4,15.58,242.7364,19.695,387.893025,82,6724,7.0015,49.02100225,46,292,338
13,169,4,0,0,2,4,15.58,242.7364,19.695,387.893025,76,5776,12.998,168.948004,67,289,356
11,121,4,0,0,2,4,14.76,217.8576,17.425,303.630625,87,7569,8.998100000000001,80.96580360999999,47,248,295
9,81,4,0,0,2,4,14.76,217.8576,17.425,303.630625,87,7569,8.998100000000001,80.96580360999999,19,113,132
7,49,4,0,0,2,4,13.94,194.3236,17.425,303.630625,87,7569,6.0032,36.03841024,5,22,27
3,9,4,0,0,2,4,13.94,194.3236,16.665,277.722225,87,7569,12.998,168.948004,1,37,38
1,1,4,0,0,3,9,13.94,194.3236,17.425,303.630625,76,5776,7.0015,49.02100225,14,82,96
