0,0,1,0,0,1,1,9.84,96.82559999999999,14.395,207.216025,81,6561,0,0,3,13,16
1,1,1,0,0,1,1,9.02,81.3604,13.635,185.913225,80,6400,0,0,8,32,40
2,4,1,0,0,1,1,9.02,81.3604,13.635,185.913225,80,6400,0,0,5,27,32
3,9,1,0,0,1,1,9.84,96.82559999999999,14.395,207.216025,75,5625,0,0,3,10,13
4,16,1,0,0,1,1,9.84,96.82559999999999,14.395,207.216025,75,5625,0,0,0,1,1
5,25,1,0,0,2,4,9.84,96.82559999999999,12.88,165.8944,75,5625,6.0032,36.03841024,0,1,1
6,36,1,0,0,1,1,9.02,81.3604,13.635,185.913225,80,6400,0,0,2,0,2
7,49,1,0,0,1,1,8.199999999999999,67.23999999999999,12.88,165.8944,86,7396,0,0,1,2,3
8,64,1,0,0,1,1,9.84,96.82559999999999,14.395,207.216025,75,5625,0,0,1,7,8
9,81,1,0,0,1,1,13.12,172.1344,17.425,303.630625,76,5776,0,0,8,6,14
10,100,1,0,0,1,1,15.58,242.7364,19.695,387.893025,76,5776,16.9979,288.92860441,12,24,36
11,121,1,0,0,1,1,14.76,217.8576,16.665,277.722225,81,6561,19.0012,361.04560144,26,30,56
12,144,1,0,0,1,1,17.22,296.5284,21.21,449.8641,77,5929,19.0012,361.04560144,29,55,84
15,225,1,0,0,2,4,18.04,325.4416,21.97,482.6809,77,5929,19.9995,399.98000025,40,70,110
17,289,1,0,0,2,4,18.04,325.4416,21.97,482.6809,82,6724,19.0012,361.04560144,15,52,67
20,400,1,0,0,2,4,16.4,268.96,20.455,418.407025,87,7569,16.9979,288.92860441,11,25,36
21,441,1,0,0,2,4,16.4,268.96,20.455,418.407025,87,7569,12.998,168.948004,3,31,34
22,484,1,0,0,2,4,16.4,268.96,20.455,418.407025,94,8836,15.0013,225.03900169,11,17,28
23,529,1,0,0,2,4,18.86,355.6996,22.725,516.425625,88,7744,19.9995,399.98000025,15,24,39
0,0,1,0,0,2,4,18.86,355.6996,22.725,516.425625,88,7744,19.9995,399.98000025,4,13,17
1,1,1,0,0,2,4,18.04,325.4416,21.97,482.6809,94,8836,16.9979,288.92860441,1,16,17
3,9,1,0,0,2,4,18.86,355.6996,22.725,516.425625,94,8836,12.998,168.948004,2,4,6
6,36,1,0,0,3,9,17.22,296.5284,21.21,449.8641,77,5929,19.9995,399.98000025,0,2,2
8,64,1,0,0,3,9,16.4,268.96,20.455,418.407025,71,5041,15.0013,225.03900169,0,8,8
9,81,1,0,0,2,4,15.58,242.7364,19.695,387.893025,76,5776,15.0013,225.03900169,1,19,20
